"combination","training_type","location","equipment","focus","current_notice","decision","reason","proposed_correction","applied_correction"
"martial_arts>place_home_equipped>karate_stances>karate","martial_arts","place_home_equipped","","karate_stances / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>karate_guard>karate","martial_arts","place_home_equipped","","karate_guard / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>karate_punches>karate","martial_arts","place_home_equipped","","karate_punches / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>karate_kicks>karate","martial_arts","place_home_equipped","","karate_kicks / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>karate_blocks>karate","martial_arts","place_home_equipped","","karate_blocks / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>karate_evasions>karate","martial_arts","place_home_equipped","","karate_evasions / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>karate_knees>karate","martial_arts","place_home_equipped","","karate_knees / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>karate_bag>karate","martial_arts","place_home_equipped","","karate_bag / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>karate_mobility>karate","martial_arts","place_home_equipped","","karate_mobility / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>karate_conditioning>karate","martial_arts","place_home_equipped","","karate_conditioning / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>shrimp>jiu_jitsu","martial_arts","place_home_equipped","","shrimp / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>grappling_bridge>jiu_jitsu","martial_arts","place_home_equipped","","grappling_bridge / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>technical_stand_up>jiu_jitsu","martial_arts","place_home_equipped","","technical_stand_up / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>jiu_jitsu_rolls>jiu_jitsu","martial_arts","place_home_equipped","","jiu_jitsu_rolls / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>jiu_jitsu_breakfalls>jiu_jitsu","martial_arts","place_home_equipped","","jiu_jitsu_breakfalls / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>jiu_jitsu_inversions>jiu_jitsu","martial_arts","place_home_equipped","","jiu_jitsu_inversions / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>jiu_jitsu_guard>jiu_jitsu","martial_arts","place_home_equipped","","jiu_jitsu_guard / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>guard_passing>jiu_jitsu","martial_arts","place_home_equipped","","guard_passing / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>jiu_jitsu_grip>jiu_jitsu","martial_arts","place_home_equipped","","jiu_jitsu_grip / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>jiu_jitsu_core>jiu_jitsu","martial_arts","place_home_equipped","","jiu_jitsu_core / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>jiu_jitsu_mobility>jiu_jitsu","martial_arts","place_home_equipped","","jiu_jitsu_mobility / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>jiu_jitsu_conditioning>jiu_jitsu","martial_arts","place_home_equipped","","jiu_jitsu_conditioning / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"elasticity>place_home_no_equipment>bodyweight","elasticity","place_home_no_equipment","bodyweight","","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"elasticity>place_home_no_equipment>floor","elasticity","place_home_no_equipment","floor","","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"elasticity>place_home_no_equipment>wall","elasticity","place_home_no_equipment","wall","","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"elasticity>place_home_no_equipment>mat","elasticity","place_home_no_equipment","mat","","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"elasticity>place_home_equipped>bodyweight","elasticity","place_home_equipped","bodyweight","","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"elasticity>place_home_equipped>floor","elasticity","place_home_equipped","floor","","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"elasticity>place_home_equipped>wall","elasticity","place_home_equipped","wall","","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"elasticity>place_home_equipped>mat","elasticity","place_home_equipped","mat","","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"elasticity>place_gym>bodyweight","elasticity","place_gym","bodyweight","","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
